id,mpg,acceleration,cylinders,displacement,horsepower,model year,origin,weight,acceleration cylinders,acceleration displacement,acceleration horsepower,acceleration model year,acceleration origin,acceleration weight,cylinders displacement,cylinders horsepower,cylinders model year,cylinders origin,cylinders weight,displacement horsepower,displacement model year,displacement origin,displacement weight,horsepower model year,horsepower origin,horsepower weight,model year origin,model year weight,origin weight
219,,13.0,8.0,351.0,153.0,72.0,1.0,4129.0,104.0,4563.0,1989.0,936.0,13.0,53677.0,2808.0,1224.0,576.0,8.0,33032.0,53703.0,25272.0,351.0,1449279.0,11016.0,153.0,631737.0,72.0,297288.0,4129.0
220,,16.5,4.0,122.0,86.0,72.0,1.0,2226.0,66.0,2013.0,1419.0,1188.0,16.5,36729.0,488.0,344.0,288.0,4.0,8904.0,10492.0,8784.0,122.0,271572.0,6192.0,86.0,191436.0,72.0,160272.0,2226.0
221,,14.3,4.0,140.0,93.5,80.0,1.0,2905.0,57.2,2002.0,1337.05,1144.0,14.3,41541.5,560.0,374.0,320.0,4.0,11620.0,13090.0,11200.0,140.0,406700.0,7480.0,93.5,271617.5,80.0,232400.0,2905.0
223,,16.5,4.0,98.0,83.0,74.0,2.0,2219.0,66.0,1617.0,1369.5,1221.0,33.0,36613.5,392.0,332.0,296.0,8.0,8876.0,8134.0,7252.0,196.0,217462.0,6142.0,166.0,184177.0,148.0,164206.0,4438.0
224,,11.0,8.0,429.0,208.0,72.0,1.0,4633.0,88.0,4719.0,2288.0,792.0,11.0,50963.0,3432.0,1664.0,576.0,8.0,37064.0,89232.0,30888.0,429.0,1987557.0,14976.0,208.0,963664.0,72.0,333576.0,4633.0
225,,21.0,4.0,97.0,46.0,73.0,2.0,1950.0,84.0,2037.0,966.0,1533.0,42.0,40950.0,388.0,184.0,292.0,8.0,7800.0,4462.0,7081.0,194.0,189150.0,3358.0,92.0,89700.0,146.0,142350.0,3900.0
229,,14.5,8.0,302.0,137.0,73.0,1.0,4042.0,116.0,4379.0,1986.5,1058.5,14.5,58609.0,2416.0,1096.0,584.0,8.0,32336.0,41374.0,22046.0,302.0,1220684.0,10001.0,137.0,553754.0,73.0,295066.0,4042.0
230,,14.0,8.0,350.0,145.0,75.0,1.0,4440.0,112.0,4900.0,2030.0,1050.0,14.0,62160.0,2800.0,1160.0,600.0,8.0,35520.0,50750.0,26250.0,350.0,1554000.0,10875.0,145.0,643800.0,75.0,333000.0,4440.0
231,,19.2,6.0,231.0,105.0,78.0,1.0,3535.0,115.19999999999999,4435.2,2016.0,1497.6,19.2,67872.0,1386.0,630.0,468.0,6.0,21210.0,24255.0,18018.0,231.0,816585.0,8190.0,105.0,371175.0,78.0,275730.0,3535.0
232,,15.5,8.0,260.0,110.0,78.0,1.0,3365.0,124.0,4030.0,1705.0,1209.0,15.5,52157.5,2080.0,880.0,624.0,8.0,26920.0,28600.0,20280.0,260.0,874900.0,8580.0,110.0,370150.0,78.0,262470.0,3365.0
233,,18.2,4.0,91.0,68.0,82.0,3.0,2025.0,72.8,1656.2,1237.6,1492.3999999999999,54.599999999999994,36855.0,364.0,272.0,328.0,12.0,8100.0,6188.0,7462.0,273.0,184275.0,5576.0,204.0,137700.0,246.0,166050.0,6075.0
235,,12.2,8.0,400.0,190.0,77.0,1.0,4325.0,97.6,4880.0,2318.0,939.4,12.2,52765.0,3200.0,1520.0,616.0,8.0,34600.0,76000.0,30800.0,400.0,1730000.0,14630.0,190.0,821750.0,77.0,333025.0,4325.0
236,,14.3,8.0,351.0,142.0,79.0,1.0,4054.0,114.4,5019.3,2030.6000000000001,1129.7,14.3,57972.200000000004,2808.0,1136.0,632.0,8.0,32432.0,49842.0,27729.0,351.0,1422954.0,11218.0,142.0,575668.0,79.0,320266.0,4054.0
238,,15.8,6.0,200.0,85.0,78.0,1.0,2965.0,94.80000000000001,3160.0,1343.0,1232.4,15.8,46847.0,1200.0,510.0,468.0,6.0,17790.0,17000.0,15600.0,200.0,593000.0,6630.0,85.0,252025.0,78.0,231270.0,2965.0
241,,13.0,8.0,360.0,150.0,79.0,1.0,3940.0,104.0,4680.0,1950.0,1027.0,13.0,51220.0,2880.0,1200.0,632.0,8.0,31520.0,54000.0,28440.0,360.0,1418400.0,11850.0,150.0,591000.0,79.0,311260.0,3940.0
245,,19.5,6.0,250.0,72.0,75.0,1.0,3158.0,117.0,4875.0,1404.0,1462.5,19.5,61581.0,1500.0,432.0,450.0,6.0,18948.0,18000.0,18750.0,250.0,789500.0,5400.0,72.0,227376.0,75.0,236850.0,3158.0
246,,15.7,4.0,130.0,102.0,76.0,2.0,3150.0,62.8,2041.0,1601.3999999999999,1193.2,31.4,49455.0,520.0,408.0,304.0,8.0,12600.0,13260.0,9880.0,260.0,409500.0,7752.0,204.0,321300.0,152.0,239400.0,6300.0
250,,17.6,6.0,200.0,81.0,76.0,1.0,3012.0,105.60000000000001,3520.0000000000005,1425.6000000000001,1337.6000000000001,17.6,53011.200000000004,1200.0,486.0,456.0,6.0,18072.0,16200.0,15200.0,200.0,602400.0,6156.0,81.0,243972.0,76.0,228912.0,3012.0
253,,12.0,8.0,350.0,145.0,76.0,1.0,4055.0,96.0,4200.0,1740.0,912.0,12.0,48660.0,2800.0,1160.0,608.0,8.0,32440.0,50750.0,26600.0,350.0,1419250.0,11020.0,145.0,587975.0,76.0,308180.0,4055.0
254,,17.8,4.0,97.0,67.0,81.0,3.0,2065.0,71.2,1726.6000000000001,1192.6000000000001,1441.8,53.400000000000006,36757.0,388.0,268.0,324.0,12.0,8260.0,6499.0,7857.0,291.0,200305.0,5427.0,201.0,138355.0,243.0,167265.0,6195.0
259,,14.4,4.0,98.0,66.0,78.0,1.0,1800.0,57.6,1411.2,950.4,1123.2,14.4,25920.0,392.0,264.0,312.0,4.0,7200.0,6468.0,7644.0,98.0,176400.0,5148.0,66.0,118800.0,78.0,140400.0,1800.0
260,,17.0,4.0,107.0,72.0,80.0,3.0,2290.0,68.0,1819.0,1224.0,1360.0,51.0,38930.0,428.0,288.0,320.0,12.0,9160.0,7704.0,8560.0,321.0,245030.0,5760.0,216.0,164880.0,240.0,183200.0,6870.0
261,,18.0,4.0,121.0,76.0,72.0,2.0,2511.0,72.0,2178.0,1368.0,1296.0,36.0,45198.0,484.0,304.0,288.0,8.0,10044.0,9196.0,8712.0,242.0,303831.0,5472.0,152.0,190836.0,144.0,180792.0,5022.0
263,,13.2,8.0,305.0,145.0,78.0,1.0,3425.0,105.6,4026.0,1914.0,1029.6,13.2,45210.0,2440.0,1160.0,624.0,8.0,27400.0,44225.0,23790.0,305.0,1044625.0,11310.0,145.0,496625.0,78.0,267150.0,3425.0
269,,11.5,8.0,350.0,165.0,70.0,1.0,3693.0,92.0,4025.0,1897.5,805.0,11.5,42469.5,2800.0,1320.0,560.0,8.0,29544.0,57750.0,24500.0,350.0,1292550.0,11550.0,165.0,609345.0,70.0,258510.0,3693.0
271,,16.6,6.0,225.0,85.0,81.0,1.0,3465.0,99.60000000000001,3735.0000000000005,1411.0000000000002,1344.6000000000001,16.6,57519.00000000001,1350.0,510.0,486.0,6.0,20790.0,19125.0,18225.0,225.0,779625.0,6885.0,85.0,294525.0,81.0,280665.0,3465.0
274,,13.6,6.0,163.0,125.0,78.0,2.0,3140.0,81.6,2216.7999999999997,1700.0,1060.8,27.2,42704.0,978.0,750.0,468.0,12.0,18840.0,20375.0,12714.0,326.0,511820.0,9750.0,250.0,392500.0,156.0,244920.0,6280.0
280,,24.8,4.0,141.0,71.0,79.0,2.0,3190.0,99.2,3496.8,1760.8,1959.2,49.6,79112.0,564.0,284.0,316.0,8.0,12760.0,10011.0,11139.0,282.0,449790.0,5609.0,142.0,226490.0,158.0,252010.0,6380.0
281,,14.5,4.0,120.0,88.0,82.0,3.0,2160.0,58.0,1740.0,1276.0,1189.0,43.5,31320.0,480.0,352.0,328.0,12.0,8640.0,10560.0,9840.0,360.0,259200.0,7216.0,264.0,190080.0,246.0,177120.0,6480.0
282,,20.1,4.0,151.0,90.0,80.0,1.0,3003.0,80.4,3035.1000000000004,1809.0000000000002,1608.0,20.1,60360.3,604.0,360.0,320.0,4.0,12012.0,13590.0,12080.0,151.0,453453.0,7200.0,90.0,270270.0,80.0,240240.0,3003.0
284,,16.4,4.0,97.0,75.0,76.0,3.0,2155.0,65.6,1590.8,1230.0,1246.3999999999999,49.199999999999996,35342.0,388.0,300.0,304.0,12.0,8620.0,7275.0,7372.0,291.0,209035.0,5700.0,225.0,161625.0,228.0,163780.0,6465.0
286,,13.0,8.0,360.0,170.0,73.0,1.0,4654.0,104.0,4680.0,2210.0,949.0,13.0,60502.0,2880.0,1360.0,584.0,8.0,37232.0,61200.0,26280.0,360.0,1675440.0,12410.0,170.0,791180.0,73.0,339742.0,4654.0
287,,14.5,4.0,156.0,92.0,82.0,1.0,2585.0,58.0,2262.0,1334.0,1189.0,14.5,37482.5,624.0,368.0,328.0,4.0,10340.0,14352.0,12792.0,156.0,403260.0,7544.0,92.0,237820.0,82.0,211970.0,2585.0
289,,8.0,8.0,340.0,160.0,70.0,1.0,3609.0,64.0,2720.0,1280.0,560.0,8.0,28872.0,2720.0,1280.0,560.0,8.0,28872.0,54400.0,23800.0,340.0,1227060.0,11200.0,160.0,577440.0,70.0,252630.0,3609.0
293,,14.5,8.0,350.0,150.0,74.0,1.0,4699.0,116.0,5075.0,2175.0,1073.0,14.5,68135.5,2800.0,1200.0,592.0,8.0,37592.0,52500.0,25900.0,350.0,1644650.0,11100.0,150.0,704850.0,74.0,347726.0,4699.0
294,,14.5,4.0,97.0,88.0,71.0,3.0,2130.0,58.0,1406.5,1276.0,1029.5,43.5,30885.0,388.0,352.0,284.0,12.0,8520.0,8536.0,6887.0,291.0,206610.0,6248.0,264.0,187440.0,213.0,151230.0,6390.0
295,,17.2,6.0,225.0,100.0,78.0,1.0,3430.0,103.19999999999999,3870.0,1720.0,1341.6,17.2,58996.0,1350.0,600.0,468.0,6.0,20580.0,22500.0,17550.0,225.0,771750.0,7800.0,100.0,343000.0,78.0,267540.0,3430.0
296,,15.9,4.0,98.0,83.0,77.0,1.0,2075.0,63.6,1558.2,1319.7,1224.3,15.9,32992.5,392.0,332.0,308.0,4.0,8300.0,8134.0,7546.0,98.0,203350.0,6391.0,83.0,172225.0,77.0,159775.0,2075.0
298,,14.0,4.0,116.0,75.0,74.0,2.0,2246.0,56.0,1624.0,1050.0,1036.0,28.0,31444.0,464.0,300.0,296.0,8.0,8984.0,8700.0,8584.0,232.0,260536.0,5550.0,150.0,168450.0,148.0,166204.0,4492.0
299,,17.0,6.0,250.0,100.0,74.0,1.0,3336.0,102.0,4250.0,1700.0,1258.0,17.0,56712.0,1500.0,600.0,444.0,6.0,20016.0,25000.0,18500.0,250.0,834000.0,7400.0,100.0,333600.0,74.0,246864.0,3336.0
302,,18.2,6.0,200.0,95.0,78.0,1.0,3155.0,109.19999999999999,3640.0,1729.0,1419.6,18.2,57421.0,1200.0,570.0,468.0,6.0,18930.0,19000.0,15600.0,200.0,631000.0,7410.0,95.0,299725.0,78.0,246090.0,3155.0
303,,10.0,8.0,455.0,225.0,70.0,1.0,3086.0,80.0,4550.0,2250.0,700.0,10.0,30860.0,3640.0,1800.0,560.0,8.0,24688.0,102375.0,31850.0,455.0,1404130.0,15750.0,225.0,694350.0,70.0,216020.0,3086.0
304,,17.0,4.0,119.0,97.0,75.0,3.0,2545.0,68.0,2023.0,1649.0,1275.0,51.0,43265.0,476.0,388.0,300.0,12.0,10180.0,11543.0,8925.0,357.0,302855.0,7275.0,291.0,246865.0,225.0,190875.0,7635.0
308,,12.9,6.0,173.0,115.0,79.0,1.0,2700.0,77.4,2231.7000000000003,1483.5,1019.1,12.9,34830.0,1038.0,690.0,474.0,6.0,16200.0,19895.0,13667.0,173.0,467100.0,9085.0,115.0,310500.0,79.0,213300.0,2700.0
309,,17.1,6.0,200.0,88.0,81.0,1.0,3060.0,102.60000000000001,3420.0000000000005,1504.8000000000002,1385.1000000000001,17.1,52326.00000000001,1200.0,528.0,486.0,6.0,18360.0,17600.0,16200.0,200.0,612000.0,7128.0,88.0,269280.0,81.0,247860.0,3060.0
310,,19.5,4.0,79.0,70.0,71.0,2.0,2074.0,78.0,1540.5,1365.0,1384.5,39.0,40443.0,316.0,280.0,284.0,8.0,8296.0,5530.0,5609.0,158.0,163846.0,4970.0,140.0,145180.0,142.0,147254.0,4148.0
312,,12.1,8.0,350.0,180.0,76.0,1.0,4380.0,96.8,4235.0,2178.0,919.6,12.1,52998.0,2800.0,1440.0,608.0,8.0,35040.0,63000.0,26600.0,350.0,1533000.0,13680.0,180.0,788400.0,76.0,332880.0,4380.0
317,,17.5,4.0,91.0,53.0,75.0,3.0,1795.0,70.0,1592.5,927.5,1312.5,52.5,31412.5,364.0,212.0,300.0,12.0,7180.0,4823.0,6825.0,273.0,163345.0,3975.0,159.0,95135.0,225.0,134625.0,5385.0
319,,13.9,8.0,304.0,120.0,76.0,1.0,3962.0,111.2,4225.6,1668.0,1056.4,13.9,55071.8,2432.0,960.0,608.0,8.0,31696.0,36480.0,23104.0,304.0,1204448.0,9120.0,120.0,475440.0,76.0,301112.0,3962.0
320,,12.5,8.0,400.0,167.0,73.0,1.0,4906.0,100.0,5000.0,2087.5,912.5,12.5,61325.0,3200.0,1336.0,584.0,8.0,39248.0,66800.0,29200.0,400.0,1962400.0,12191.0,167.0,819302.0,73.0,358138.0,4906.0
322,,15.7,4.0,91.0,67.0,82.0,3.0,1965.0,62.8,1428.7,1051.8999999999999,1287.3999999999999,47.099999999999994,30850.5,364.0,268.0,328.0,12.0,7860.0,6097.0,7462.0,273.0,178815.0,5494.0,201.0,131655.0,246.0,161130.0,5895.0
324,,16.0,6.0,200.0,85.0,70.0,1.0,2587.0,96.0,3200.0,1360.0,1120.0,16.0,41392.0,1200.0,510.0,420.0,6.0,15522.0,17000.0,14000.0,200.0,517400.0,5950.0,85.0,219895.0,70.0,181090.0,2587.0
326,,17.4,4.0,91.0,53.0,76.0,3.0,1795.0,69.6,1583.3999999999999,922.1999999999999,1322.3999999999999,52.199999999999996,31232.999999999996,364.0,212.0,304.0,12.0,7180.0,4823.0,6916.0,273.0,163345.0,4028.0,159.0,95135.0,228.0,136420.0,5385.0
327,,14.8,4.0,134.0,95.0,78.0,3.0,2515.0,59.2,1983.2,1406.0,1154.4,44.400000000000006,37222.0,536.0,380.0,312.0,12.0,10060.0,12730.0,10452.0,402.0,337010.0,7410.0,285.0,238925.0,234.0,196170.0,7545.0
328,,11.0,8.0,455.0,225.0,73.0,1.0,4951.0,88.0,5005.0,2475.0,803.0,11.0,54461.0,3640.0,1800.0,584.0,8.0,39608.0,102375.0,33215.0,455.0,2252705.0,16425.0,225.0,1113975.0,73.0,361423.0,4951.0
330,,16.5,6.0,225.0,105.0,74.0,1.0,3613.0,99.0,3712.5,1732.5,1221.0,16.5,59614.5,1350.0,630.0,444.0,6.0,21678.0,23625.0,16650.0,225.0,812925.0,7770.0,105.0,379365.0,74.0,267362.0,3613.0
331,,21.0,6.0,250.0,72.0,75.0,1.0,3432.0,126.0,5250.0,1512.0,1575.0,21.0,72072.0,1500.0,432.0,450.0,6.0,20592.0,18000.0,18750.0,250.0,858000.0,5400.0,72.0,247104.0,75.0,257400.0,3432.0
332,,17.0,4.0,140.0,75.0,74.0,1.0,2542.0,68.0,2380.0,1275.0,1258.0,17.0,43214.0,560.0,300.0,296.0,4.0,10168.0,10500.0,10360.0,140.0,355880.0,5550.0,75.0,190650.0,74.0,188108.0,2542.0
334,,14.5,6.0,171.0,97.0,75.0,1.0,2984.0,87.0,2479.5,1406.5,1087.5,14.5,43268.0,1026.0,582.0,450.0,6.0,17904.0,16587.0,12825.0,171.0,510264.0,7275.0,97.0,289448.0,75.0,223800.0,2984.0
341,,10.0,8.0,455.0,225.0,70.0,1.0,4425.0,80.0,4550.0,2250.0,700.0,10.0,44250.0,3640.0,1800.0,560.0,8.0,35400.0,102375.0,31850.0,455.0,2013375.0,15750.0,225.0,995625.0,70.0,309750.0,4425.0
342,,13.5,8.0,318.0,210.0,70.0,1.0,4382.0,108.0,4293.0,2835.0,945.0,13.5,59157.0,2544.0,1680.0,560.0,8.0,35056.0,66780.0,22260.0,318.0,1393476.0,14700.0,210.0,920220.0,70.0,306740.0,4382.0
346,,17.9,4.0,86.0,65.0,80.0,3.0,2110.0,71.6,1539.3999999999999,1163.5,1432.0,53.699999999999996,37769.0,344.0,260.0,320.0,12.0,8440.0,5590.0,6880.0,258.0,181460.0,5200.0,195.0,137150.0,240.0,168800.0,6330.0
347,,17.6,6.0,232.0,90.0,76.0,1.0,3085.0,105.60000000000001,4083.2000000000003,1584.0000000000002,1337.6000000000001,17.6,54296.00000000001,1392.0,540.0,456.0,6.0,18510.0,20880.0,17632.0,232.0,715720.0,6840.0,90.0,277650.0,76.0,234460.0,3085.0
348,,11.0,8.0,318.0,150.0,70.0,1.0,3436.0,88.0,3498.0,1650.0,770.0,11.0,37796.0,2544.0,1200.0,560.0,8.0,27488.0,47700.0,22260.0,318.0,1092648.0,10500.0,150.0,515400.0,70.0,240520.0,3436.0
350,,15.7,4.0,121.0,115.0,78.0,2.0,2795.0,62.8,1899.6999999999998,1805.5,1224.6,31.4,43881.5,484.0,460.0,312.0,8.0,11180.0,13915.0,9438.0,242.0,338195.0,8970.0,230.0,321425.0,156.0,218010.0,5590.0
352,,14.2,4.0,134.0,95.0,78.0,3.0,2560.0,56.8,1902.8,1349.0,1107.6,42.599999999999994,36352.0,536.0,380.0,312.0,12.0,10240.0,12730.0,10452.0,402.0,343040.0,7410.0,285.0,243200.0,234.0,199680.0,7680.0
356,,16.2,6.0,250.0,110.0,76.0,1.0,3645.0,97.19999999999999,4050.0,1782.0,1231.2,16.2,59049.0,1500.0,660.0,456.0,6.0,21870.0,27500.0,19000.0,250.0,911250.0,8360.0,110.0,400950.0,76.0,277020.0,3645.0
357,,15.3,4.0,101.0,83.0,76.0,2.0,2202.0,61.2,1545.3000000000002,1269.9,1162.8,30.6,33690.6,404.0,332.0,304.0,8.0,8808.0,8383.0,7676.0,202.0,222402.0,6308.0,166.0,182766.0,152.0,167352.0,4404.0
358,,18.3,4.0,120.0,74.0,81.0,3.0,2635.0,73.2,2196.0,1354.2,1482.3,54.900000000000006,48220.5,480.0,296.0,324.0,12.0,10540.0,8880.0,9720.0,360.0,316200.0,5994.0,222.0,194990.0,243.0,213435.0,7905.0
361,,13.0,8.0,350.0,175.0,73.0,1.0,4100.0,104.0,4550.0,2275.0,949.0,13.0,53300.0,2800.0,1400.0,584.0,8.0,32800.0,61250.0,25550.0,350.0,1435000.0,12775.0,175.0,717500.0,73.0,299300.0,4100.0
362,,12.0,8.0,302.0,129.0,75.0,1.0,3169.0,96.0,3624.0,1548.0,900.0,12.0,38028.0,2416.0,1032.0,600.0,8.0,25352.0,38958.0,22650.0,302.0,957038.0,9675.0,129.0,408801.0,75.0,237675.0,3169.0
363,,15.8,6.0,163.0,133.0,78.0,2.0,3410.0,94.80000000000001,2575.4,2101.4,1232.4,31.6,53878.0,978.0,798.0,468.0,12.0,20460.0,21679.0,12714.0,326.0,555830.0,10374.0,266.0,453530.0,156.0,265980.0,6820.0
365,,17.0,4.0,85.0,70.0,76.0,3.0,1990.0,68.0,1445.0,1190.0,1292.0,51.0,33830.0,340.0,280.0,304.0,12.0,7960.0,5950.0,6460.0,255.0,169150.0,5320.0,210.0,139300.0,228.0,151240.0,5970.0
369,,13.0,8.0,351.0,158.0,73.0,1.0,4363.0,104.0,4563.0,2054.0,949.0,13.0,56719.0,2808.0,1264.0,584.0,8.0,34904.0,55458.0,25623.0,351.0,1531413.0,11534.0,158.0,689354.0,73.0,318499.0,4363.0
371,,15.0,4.0,115.0,95.0,75.0,2.0,2694.0,60.0,1725.0,1425.0,1125.0,30.0,40410.0,460.0,380.0,300.0,8.0,10776.0,10925.0,8625.0,230.0,309810.0,7125.0,190.0,255930.0,150.0,202050.0,5388.0
372,,13.5,8.0,318.0,150.0,74.0,1.0,4457.0,108.0,4293.0,2025.0,999.0,13.5,60169.5,2544.0,1200.0,592.0,8.0,35656.0,47700.0,23532.0,318.0,1417326.0,11100.0,150.0,668550.0,74.0,329818.0,4457.0
374,,17.3,4.0,98.0,70.0,82.0,1.0,2125.0,69.2,1695.4,1211.0,1418.6000000000001,17.3,36762.5,392.0,280.0,328.0,4.0,8500.0,6860.0,8036.0,98.0,208250.0,5740.0,70.0,148750.0,82.0,174250.0,2125.0
376,,19.0,8.0,350.0,105.0,81.0,1.0,3725.0,152.0,6650.0,1995.0,1539.0,19.0,70775.0,2800.0,840.0,648.0,8.0,29800.0,36750.0,28350.0,350.0,1303750.0,8505.0,105.0,391125.0,81.0,301725.0,3725.0
378,,13.5,3.0,70.0,97.0,72.0,3.0,2330.0,40.5,945.0,1309.5,972.0,40.5,31455.0,210.0,291.0,216.0,9.0,6990.0,6790.0,5040.0,210.0,163100.0,6984.0,291.0,226010.0,216.0,167760.0,6990.0
379,,14.0,6.0,155.0,107.0,73.0,1.0,2472.0,84.0,2170.0,1498.0,1022.0,14.0,34608.0,930.0,642.0,438.0,6.0,14832.0,16585.0,11315.0,155.0,383160.0,7811.0,107.0,264504.0,73.0,180456.0,2472.0
386,,16.4,4.0,86.0,65.0,80.0,3.0,2019.0,65.6,1410.3999999999999,1066.0,1312.0,49.199999999999996,33111.6,344.0,260.0,320.0,12.0,8076.0,5590.0,6880.0,258.0,173634.0,5200.0,195.0,131235.0,240.0,161520.0,6057.0
388,,12.6,6.0,168.0,116.0,81.0,3.0,2900.0,75.6,2116.7999999999997,1461.6,1020.6,37.8,36540.0,1008.0,696.0,486.0,18.0,17400.0,19488.0,13608.0,504.0,487200.0,9396.0,348.0,336400.0,243.0,234900.0,8700.0
389,,19.0,6.0,225.0,95.0,75.0,1.0,3785.0,114.0,4275.0,1805.0,1425.0,19.0,71915.0,1350.0,570.0,450.0,6.0,22710.0,21375.0,16875.0,225.0,851625.0,7125.0,95.0,359575.0,75.0,283875.0,3785.0
390,,15.5,4.0,107.0,86.0,76.0,2.0,2464.0,62.0,1658.5,1333.0,1178.0,31.0,38192.0,428.0,344.0,304.0,8.0,9856.0,9202.0,8132.0,214.0,263648.0,6536.0,172.0,211904.0,152.0,187264.0,4928.0
391,,14.0,4.0,114.0,91.0,73.0,2.0,2582.0,56.0,1596.0,1274.0,1022.0,28.0,36148.0,456.0,364.0,292.0,8.0,10328.0,10374.0,8322.0,228.0,294348.0,6643.0,182.0,234962.0,146.0,188486.0,5164.0
392,,14.4,4.0,156.0,105.0,80.0,1.0,2800.0,57.6,2246.4,1512.0,1152.0,14.4,40320.0,624.0,420.0,320.0,4.0,11200.0,16380.0,12480.0,156.0,436800.0,8400.0,105.0,294000.0,80.0,224000.0,2800.0
393,,14.8,4.0,111.0,80.0,77.0,1.0,2155.0,59.2,1642.8000000000002,1184.0,1139.6000000000001,14.8,31894.0,444.0,320.0,308.0,4.0,8620.0,8880.0,8547.0,111.0,239205.0,6160.0,80.0,172400.0,77.0,165935.0,2155.0
394,,11.1,8.0,400.0,180.0,77.0,1.0,4220.0,88.8,4440.0,1998.0,854.6999999999999,11.1,46842.0,3200.0,1440.0,616.0,8.0,33760.0,72000.0,30800.0,400.0,1688000.0,13860.0,180.0,759600.0,77.0,324940.0,4220.0
397,,14.5,4.0,97.0,78.0,77.0,2.0,1940.0,58.0,1406.5,1131.0,1116.5,29.0,28130.0,388.0,312.0,308.0,8.0,7760.0,7566.0,7469.0,194.0,188180.0,6006.0,156.0,151320.0,154.0,149380.0,3880.0
